# Original independent harvesting profile.
resource | Sunleaf | 0 | 4 | 3.5 | -
resource | Geode | 24 | 36 | 5.5 | Pickaxe
resource | Silverleaf | 12 | 20 | 4.5 | -
resource | Resin | 12 | 20 | 4.5 | Hatchet
resource | Sage | 4 | 9 | 3.5 | -
resource | Wheat | 4 | 9 | 3.5 | -
resource | Riverflax | 4 | 9 | 3.5 | -
resource | Moorcotton | 4 | 9 | 3.5 | -
resource | Hearthroot | 4 | 9 | 3.5 | -
resource | Bramble | 4 | 9 | 3.5 | -
resource | Toadstool | 12 | 20 | 4.5 | -
resource | Kelp | 4 | 9 | 3.5 | -
resource | Shell | 4 | 9 | 3.5 | Pickaxe
resource | Verdigris | 12 | 20 | 4.5 | Pickaxe
resource | Bog Iron | 4 | 9 | 3.5 | Pickaxe
resource | Coal | 4 | 9 | 3.5 | Pickaxe
resource | Quartz | 4 | 9 | 3.5 | Pickaxe
resource | Flint | 4 | 9 | 3.5 | Pickaxe
resource | Thistle | 12 | 20 | 4.5 | -
resource | Watercress | 4 | 9 | 3.5 | -
node | mirrorhold | 42 | 73 | 25 | Reed
node | mirrorhold | 43 | 43 | 38 | Reed
node | mirrorhold | 44 | 92 | 62 | Reed
node | mirrorhold | 45 | 113 | 173 | Pearl
node | mirrorhold | 46 | 88 | 170 | Pearl
node | mirrorhold | 47 | 146 | 91 | Clay
node | mirrorhold | 48 | 95 | 84 | Clay
node | mirrorhold | 49 | 94 | 41 | Clay
node | mirrorhold | 50 | 101 | 108 | Lotus
node | mirrorhold | 51 | 103 | 60 | Lotus
node | mirrorhold | 52 | 38 | 94 | Sage
node | mirrorhold | 53 | 60 | 79 | Sage
node | mirrorhold | 54 | 40 | 128 | Sage
node | mirrorhold | 55 | 184 | 131 | Riverflax
node | mirrorhold | 56 | 105 | 19 | Riverflax
node | mirrorhold | 57 | 138 | 86 | Riverflax
node | mirrorhold | 58 | 81 | 76 | Hearthroot
node | mirrorhold | 59 | 141 | 87 | Hearthroot
node | mirrorhold | 60 | 192 | 167 | Hearthroot
node | mirrorhold | 61 | 138 | 114 | Kelp
node | mirrorhold | 62 | 121 | 104 | Kelp
node | mirrorhold | 63 | 100 | 143 | Kelp
node | mirrorhold | 64 | 31 | 158 | Thistle
node | mirrorhold | 65 | 113 | 86 | Thistle
node | crownwater | 54 | 193 | 59 | Reed
node | crownwater | 55 | 80 | 187 | Reed
node | crownwater | 56 | 186 | 56 | Reed
node | crownwater | 57 | 362 | 270 | Pearl
node | crownwater | 58 | 356 | 264 | Pearl
node | crownwater | 59 | 161 | 167 | Clay
node | crownwater | 60 | 183 | 158 | Clay
node | crownwater | 61 | 116 | 197 | Clay
node | crownwater | 62 | 152 | 365 | Salt
node | crownwater | 63 | 141 | 377 | Salt
node | crownwater | 64 | 147 | 368 | Salt
node | crownwater | 65 | 163 | 115 | Sage
node | crownwater | 66 | 158 | 176 | Sage
node | crownwater | 67 | 105 | 78 | Sage
node | crownwater | 68 | 104 | 78 | Riverflax
node | crownwater | 69 | 109 | 78 | Riverflax
node | crownwater | 70 | 109 | 78 | Riverflax
node | crownwater | 71 | 287 | 107 | Kelp
node | crownwater | 72 | 288 | 110 | Kelp
node | crownwater | 73 | 287 | 96 | Kelp
node | crownwater | 74 | 306 | 178 | Shell
node | crownwater | 75 | 314 | 187 | Shell
node | crownwater | 76 | 311 | 197 | Shell
node | crownwater | 77 | 63 | 211 | Watercress
node | crownwater | 78 | 58 | 198 | Watercress
node | crownwater | 79 | 79 | 209 | Watercress
node | four_gates | 496 | 226 | 117 | Reed
node | four_gates | 497 | 221 | 116 | Reed
node | four_gates | 498 | 233 | 123 | Reed
node | four_gates | 499 | 231 | 315 | Crystal
node | four_gates | 2500 | 239 | 313 | Crystal
node | four_gates | 2501 | 167 | 306 | Stormglass
node | four_gates | 2502 | 174 | 291 | Stormglass
node | four_gates | 2503 | 228 | 294 | Seed
node | four_gates | 2504 | 230 | 301 | Seed
node | four_gates | 2505 | 237 | 296 | Seed
node | four_gates | 2506 | 240 | 110 | Sage
node | four_gates | 2507 | 245 | 118 | Sage
node | four_gates | 2508 | 236 | 116 | Sage
node | four_gates | 2509 | 223 | 109 | Wheat
node | four_gates | 2510 | 217 | 113 | Wheat
node | four_gates | 2511 | 232 | 111 | Wheat
node | four_gates | 2512 | 223 | 124 | Riverflax
node | four_gates | 2513 | 229 | 114 | Riverflax
node | four_gates | 514 | 239 | 121 | Riverflax
node | four_gates | 515 | 181 | 301 | Quartz
node | four_gates | 516 | 179 | 295 | Quartz
node | four_gates | 517 | 180 | 310 | Quartz
node | whitehorn_range | 35 | 259 | 288 | Salt
node | whitehorn_range | 36 | 267 | 319 | Salt
node | whitehorn_range | 37 | 255 | 275 | Salt
node | whitehorn_range | 38 | 52 | 93 | Peat
node | whitehorn_range | 39 | 225 | 55 | Peat
node | whitehorn_range | 40 | 218 | 60 | Peat
node | whitehorn_range | 41 | 37 | 198 | Crystal
node | whitehorn_range | 42 | 49 | 192 | Crystal
node | whitehorn_range | 43 | 349 | 281 | Stormglass
node | whitehorn_range | 44 | 354 | 289 | Stormglass
node | whitehorn_range | 45 | 368 | 285 | Silverleaf
node | whitehorn_range | 46 | 357 | 286 | Silverleaf
node | whitehorn_range | 47 | 55 | 101 | Bramble
node | whitehorn_range | 48 | 209 | 72 | Bramble
node | whitehorn_range | 49 | 191 | 69 | Bramble
node | whitehorn_range | 50 | 65 | 140 | Toadstool
node | whitehorn_range | 51 | 320 | 84 | Toadstool
node | whitehorn_range | 52 | 281 | 284 | Verdigris
node | whitehorn_range | 53 | 373 | 303 | Verdigris
node | whitehorn_range | 54 | 343 | 264 | Coal
node | whitehorn_range | 55 | 339 | 285 | Coal
node | whitehorn_range | 56 | 328 | 291 | Coal
node | whitehorn_range | 57 | 46 | 270 | Quartz
node | whitehorn_range | 58 | 342 | 278 | Quartz
node | whitehorn_range | 59 | 343 | 310 | Quartz
node | whitehorn_range | 60 | 313 | 284 | Flint
node | whitehorn_range | 61 | 322 | 288 | Flint
node | whitehorn_range | 62 | 315 | 288 | Flint
node | amethyst_barrens | 42 | 246 | 204 | Clay
node | amethyst_barrens | 43 | 277 | 88 | Clay
node | amethyst_barrens | 44 | 248 | 196 | Clay
node | amethyst_barrens | 45 | 228 | 131 | Crystal
node | amethyst_barrens | 46 | 238 | 147 | Crystal
node | amethyst_barrens | 47 | 194 | 335 | Stormglass
node | amethyst_barrens | 48 | 294 | 272 | Stormglass
node | amethyst_barrens | 49 | 292 | 321 | Geode
node | amethyst_barrens | 50 | 348 | 206 | Geode
node | amethyst_barrens | 51 | 159 | 221 | Silverleaf
node | amethyst_barrens | 52 | 148 | 232 | Silverleaf
node | amethyst_barrens | 53 | 45 | 326 | Toadstool
node | amethyst_barrens | 54 | 33 | 345 | Toadstool
node | amethyst_barrens | 55 | 330 | 273 | Verdigris
node | amethyst_barrens | 56 | 309 | 288 | Verdigris
node | amethyst_barrens | 57 | 72 | 174 | Coal
node | amethyst_barrens | 58 | 61 | 179 | Coal
node | amethyst_barrens | 59 | 326 | 171 | Coal
node | amethyst_barrens | 60 | 351 | 93 | Quartz
node | amethyst_barrens | 61 | 165 | 73 | Quartz
node | amethyst_barrens | 62 | 176 | 90 | Quartz
node | amethyst_barrens | 63 | 104 | 82 | Thistle
node | amethyst_barrens | 64 | 186 | 60 | Thistle
node | grey_moors | 47 | 192 | 110 | Orchid
node | grey_moors | 48 | 190 | 91 | Orchid
node | grey_moors | 49 | 30 | 159 | Sap
node | grey_moors | 50 | 156 | 238 | Sap
node | grey_moors | 51 | 239 | 153 | Peat
node | grey_moors | 52 | 56 | 132 | Peat
node | grey_moors | 53 | 310 | 152 | Peat
node | grey_moors | 54 | 292 | 248 | Silverleaf
node | grey_moors | 55 | 282 | 257 | Silverleaf
node | grey_moors | 56 | 73 | 17 | Resin
node | grey_moors | 57 | 161 | 57 | Resin
node | grey_moors | 58 | 142 | 73 | Sage
node | grey_moors | 59 | 38 | 198 | Sage
node | grey_moors | 60 | 32 | 79 | Sage
node | grey_moors | 61 | 103 | 63 | Moorcotton
node | grey_moors | 62 | 142 | 52 | Moorcotton
node | grey_moors | 63 | 90 | 75 | Moorcotton
node | grey_moors | 64 | 145 | 178 | Hearthroot
node | grey_moors | 65 | 62 | 119 | Hearthroot
node | grey_moors | 66 | 29 | 110 | Hearthroot
node | grey_moors | 67 | 180 | 137 | Bramble
node | grey_moors | 68 | 50 | 84 | Bramble
node | grey_moors | 69 | 49 | 162 | Bramble
node | grey_moors | 70 | 173 | 157 | Bog Iron
node | grey_moors | 71 | 55 | 191 | Bog Iron
node | grey_moors | 72 | 117 | 91 | Bog Iron
node | grey_moors | 73 | 137 | 107 | Coal
node | grey_moors | 74 | 219 | 110 | Coal
node | grey_moors | 75 | 126 | 155 | Coal
node | grey_moors | 76 | 225 | 140 | Flint
node | grey_moors | 77 | 164 | 89 | Flint
node | grey_moors | 78 | 71 | 189 | Flint
node | grey_moors | 79 | 120 | 191 | Thistle
node | grey_moors | 80 | 145 | 204 | Thistle
node | westhaven | 41 | 331 | 173 | Clay
node | westhaven | 42 | 334 | 169 | Clay
node | westhaven | 43 | 330 | 177 | Clay
node | westhaven | 44 | 146 | 156 | Lotus
node | westhaven | 45 | 75 | 184 | Lotus
node | westhaven | 46 | 349 | 168 | Salt
node | westhaven | 47 | 355 | 164 | Salt
node | westhaven | 48 | 343 | 160 | Salt
node | westhaven | 49 | 186 | 140 | Sap
node | westhaven | 50 | 186 | 134 | Sap
node | westhaven | 51 | 190 | 171 | Peat
node | westhaven | 52 | 186 | 133 | Peat
node | westhaven | 53 | 213 | 164 | Peat
node | westhaven | 54 | 311 | 297 | Sage
node | westhaven | 55 | 302 | 300 | Sage
node | westhaven | 56 | 306 | 301 | Sage
node | westhaven | 57 | 257 | 252 | Wheat
node | westhaven | 58 | 262 | 260 | Wheat
node | westhaven | 59 | 258 | 258 | Wheat
node | westhaven | 60 | 303 | 289 | Moorcotton
node | westhaven | 61 | 295 | 304 | Moorcotton
node | westhaven | 62 | 307 | 298 | Moorcotton
node | westhaven | 63 | 367 | 171 | Kelp
node | westhaven | 64 | 342 | 160 | Kelp
node | westhaven | 65 | 338 | 167 | Kelp
node | westhaven | 66 | 354 | 169 | Shell
node | westhaven | 67 | 365 | 165 | Shell
node | westhaven | 68 | 359 | 179 | Shell
node | westhaven | 69 | 132 | 162 | Bog Iron
node | westhaven | 70 | 186 | 133 | Bog Iron
node | westhaven | 71 | 186 | 135 | Bog Iron
node | verdant_stair | 45 | 80 | 108 | Lotus
node | verdant_stair | 46 | 43 | 186 | Lotus
node | verdant_stair | 47 | 44 | 142 | Orchid
node | verdant_stair | 48 | 177 | 159 | Orchid
node | verdant_stair | 49 | 208 | 144 | Lichen
node | verdant_stair | 50 | 170 | 125 | Lichen
node | verdant_stair | 51 | 85 | 188 | Venom Bulb
node | verdant_stair | 52 | 160 | 161 | Venom Bulb
node | verdant_stair | 53 | 142 | 40 | Sage
node | verdant_stair | 54 | 42 | 180 | Sage
node | verdant_stair | 55 | 60 | 105 | Sage
node | verdant_stair | 56 | 111 | 63 | Hearthroot
node | verdant_stair | 57 | 74 | 98 | Hearthroot
node | verdant_stair | 58 | 219 | 138 | Hearthroot
node | verdant_stair | 59 | 174 | 144 | Toadstool
node | verdant_stair | 60 | 196 | 53 | Toadstool
node | verdant_stair | 61 | 146 | 102 | Quartz
node | verdant_stair | 62 | 196 | 56 | Quartz
node | verdant_stair | 63 | 46 | 142 | Quartz
node | verdant_stair | 64 | 194 | 33 | Watercress
node | verdant_stair | 65 | 203 | 157 | Watercress
node | verdant_stair | 66 | 115 | 60 | Watercress
node | ssarathi_ruins | 36 | 258 | 133 | Lotus
node | ssarathi_ruins | 37 | 273 | 138 | Lotus
node | ssarathi_ruins | 38 | 278 | 128 | Lichen
node | ssarathi_ruins | 39 | 259 | 127 | Lichen
node | ssarathi_ruins | 40 | 314 | 47 | Venom Bulb
node | ssarathi_ruins | 41 | 293 | 68 | Venom Bulb
node | ssarathi_ruins | 42 | 272 | 268 | Geode
node | ssarathi_ruins | 43 | 295 | 270 | Geode
node | ssarathi_ruins | 44 | 353 | 206 | Toadstool
node | ssarathi_ruins | 45 | 356 | 200 | Toadstool
node | ssarathi_ruins | 46 | 87 | 215 | Flint
node | ssarathi_ruins | 47 | 67 | 221 | Flint
node | ssarathi_ruins | 48 | 58 | 227 | Flint
node | ssarathi_ruins | 49 | 118 | 132 | Watercress
node | ssarathi_ruins | 50 | 123 | 131 | Watercress
node | ssarathi_ruins | 51 | 127 | 132 | Watercress
node | manymouth_delta | 52 | 68 | 371 | Pearl
node | manymouth_delta | 53 | 67 | 367 | Pearl
node | manymouth_delta | 54 | 120 | 317 | Clay
node | manymouth_delta | 55 | 145 | 317 | Clay
node | manymouth_delta | 56 | 120 | 321 | Clay
node | manymouth_delta | 57 | 222 | 347 | Lotus
node | manymouth_delta | 58 | 142 | 304 | Lotus
node | manymouth_delta | 59 | 263 | 266 | Sap
node | manymouth_delta | 60 | 295 | 253 | Sap
node | manymouth_delta | 61 | 463 | 349 | Lichen
node | manymouth_delta | 62 | 416 | 363 | Lichen
node | manymouth_delta | 63 | 372 | 236 | Venom Bulb
node | manymouth_delta | 64 | 375 | 245 | Venom Bulb
node | manymouth_delta | 65 | 161 | 325 | Riverflax
node | manymouth_delta | 66 | 131 | 299 | Riverflax
node | manymouth_delta | 67 | 172 | 299 | Riverflax
node | manymouth_delta | 68 | 374 | 256 | Toadstool
node | manymouth_delta | 69 | 339 | 242 | Toadstool
node | manymouth_delta | 70 | 82 | 338 | Kelp
node | manymouth_delta | 71 | 263 | 337 | Kelp
node | manymouth_delta | 72 | 69 | 359 | Kelp
node | manymouth_delta | 73 | 426 | 73 | Shell
node | manymouth_delta | 74 | 455 | 65 | Shell
node | manymouth_delta | 75 | 430 | 87 | Shell
node | manymouth_delta | 76 | 85 | 241 | Bog Iron
node | manymouth_delta | 77 | 96 | 238 | Bog Iron
node | manymouth_delta | 78 | 84 | 233 | Bog Iron
node | manymouth_delta | 79 | 135 | 316 | Watercress
node | manymouth_delta | 80 | 168 | 306 | Watercress
node | manymouth_delta | 81 | 163 | 328 | Watercress
node | amberwood | 0 | 137 | 316 | Resin
node | amberwood | 1 | 241 | 358 | Resin
node | amberwood | 2 | 231 | 337 | Resin
node | amberwood | 3 | 234 | 332 | Resin
node | amberwood | 4 | 236 | 359 | Resin
node | amberwood | 5 | 152 | 340 | Resin
node | amberwood | 6 | 138 | 330 | Resin
node | amberwood | 7 | 138 | 335 | Resin
node | amberwood | 8 | 149 | 332 | Resin
node | amberwood | 9 | 135 | 332 | Resin
node | amberwood | 10 | 157 | 116 | Hearthroot
node | amberwood | 11 | 243 | 61 | Hearthroot
node | amberwood | 12 | 148 | 127 | Hearthroot
node | amberwood | 2013 | 230 | 59 | Hearthroot
node | amberwood | 2014 | 151 | 128 | Hearthroot
node | amberwood | 2015 | 239 | 62 | Hearthroot
node | amberwood | 2016 | 200 | 71 | Hearthroot
node | amberwood | 17 | 209 | 59 | Hearthroot
node | amberwood | 18 | 154 | 347 | Toadstool
node | amberwood | 19 | 142 | 360 | Toadstool
node | amberwood | 2020 | 141 | 356 | Toadstool
node | amberwood | 2021 | 140 | 347 | Toadstool
node | amberwood | 2022 | 138 | 361 | Toadstool
node | amberwood | 2023 | 100 | 88 | Kelp
node | amberwood | 24 | 313 | 118 | Coal
node | amberwood | 25 | 327 | 128 | Coal
node | amberwood | 26 | 319 | 124 | Coal
node | amberwood | 27 | 388 | 160 | Stormglass
node | amberwood | 28 | 372 | 154 | Stormglass
node | amberwood | 29 | 370 | 160 | Stormglass
node | amberwood | 30 | 402 | 230 | Stormglass
node | sunmane_steppe | 0 | 202 | 71 | Wheat
node | sunmane_steppe | 1 | 194 | 72 | Wheat
node | sunmane_steppe | 2 | 171 | 222 | Wheat
node | sunmane_steppe | 3 | 76 | 139 | Wheat
node | sunmane_steppe | 4 | 166 | 221 | Wheat
node | sunmane_steppe | 5 | 91 | 68 | Sage
node | sunmane_steppe | 6 | 47 | 80 | Sage
node | sunmane_steppe | 7 | 43 | 82 | Sage
node | sunmane_steppe | 8 | 46 | 51 | Clay
node | sunmane_steppe | 9 | 68 | 212 | Clay
node | sunmane_steppe | 10 | 66 | 193 | Flint
node | sunmane_steppe | 11 | 270 | 206 | Flint
node | sunmane_steppe | 12 | 320 | 236 | Crystal
node | sunmane_steppe | 2013 | 321 | 242 | Crystal
node | sunmane_steppe | 2014 | 284 | 318 | Salt
node | sunmane_steppe | 2015 | 112 | 306 | Salt
node | sunmane_steppe | 2016 | 108 | 282 | Sage
node | sunmane_steppe | 17 | 85 | 64 | Sage
node | sunmane_steppe | 18 | 344 | 203 | Iron Ore
node | sunmane_steppe | 19 | 85 | 331 | Iron Ore
# --- Nymara node clusters, written by tools/author_region_content.py ---
# Clusters a player can work without crossing the map for the next node,
# each beside the kind of place its resource grows. Ids continue each
# map's own numbering.

# mirrorhold
node | mirrorhold | 66 | 130 | 58 | Reed
node | mirrorhold | 67 | 136 | 58 | Reed
node | mirrorhold | 68 | 134 | 52 | Reed
node | mirrorhold | 69 | 208 | 74 | Reed
node | mirrorhold | 70 | 208 | 70 | Reed
node | mirrorhold | 71 | 212 | 76 | Reed
node | mirrorhold | 72 | 115 | 340 | Clay
node | mirrorhold | 73 | 110 | 338 | Clay
node | mirrorhold | 74 | 118 | 339 | Clay
node | mirrorhold | 75 | 289 | 216 | Thistle
node | mirrorhold | 76 | 281 | 223 | Thistle
node | mirrorhold | 77 | 281 | 219 | Thistle
node | mirrorhold | 78 | 161 | 27 | Sage
node | mirrorhold | 79 | 163 | 33 | Sage
node | mirrorhold | 80 | 163 | 26 | Sage
node | mirrorhold | 81 | 124 | 232 | Hearthroot
node | mirrorhold | 82 | 127 | 230 | Hearthroot
node | mirrorhold | 83 | 170 | 383 | Pearl
node | mirrorhold | 84 | 173 | 384 | Pearl

# crownwater
node | crownwater | 80 | 73 | 183 | Reed
node | crownwater | 81 | 171 | 55 | Reed
node | crownwater | 82 | 172 | 74 | Reed
node | crownwater | 83 | 168 | 64 | Reed
node | crownwater | 84 | 184 | 75 | Reed
node | crownwater | 85 | 174 | 63 | Reed
node | crownwater | 86 | 283 | 108 | Kelp
node | crownwater | 87 | 281 | 99 | Kelp
node | crownwater | 88 | 293 | 103 | Kelp
node | crownwater | 89 | 318 | 192 | Shell
node | crownwater | 90 | 299 | 176 | Shell
node | crownwater | 91 | 308 | 182 | Shell
node | crownwater | 92 | 71 | 215 | Watercress
node | crownwater | 93 | 63 | 199 | Watercress
node | crownwater | 94 | 351 | 269 | Pearl
node | crownwater | 95 | 356 | 277 | Pearl
node | crownwater | 96 | 156 | 361 | Salt
node | crownwater | 97 | 145 | 381 | Salt

# four_gates
node | four_gates | 632 | 229 | 129 | Reed
node | four_gates | 633 | 226 | 130 | Reed
node | four_gates | 634 | 232 | 129 | Reed
node | four_gates | 635 | 240 | 127 | Riverflax
node | four_gates | 636 | 241 | 116 | Riverflax
node | four_gates | 637 | 236 | 129 | Riverflax
node | four_gates | 638 | 230 | 106 | Wheat
node | four_gates | 639 | 225 | 101 | Wheat
node | four_gates | 640 | 233 | 107 | Wheat
node | four_gates | 641 | 246 | 108 | Sage
node | four_gates | 642 | 246 | 104 | Sage
node | four_gates | 643 | 241 | 104 | Sage
node | four_gates | 644 | 175 | 309 | Quartz
node | four_gates | 645 | 184 | 309 | Quartz
node | four_gates | 646 | 170 | 300 | Quartz
node | four_gates | 647 | 237 | 300 | Crystal
node | four_gates | 648 | 230 | 306 | Crystal
node | four_gates | 649 | 235 | 290 | Seed
node | four_gates | 650 | 226 | 301 | Seed

# whitehorn_range
node | whitehorn_range | 63 | 249 | 294 | Salt
node | whitehorn_range | 64 | 244 | 271 | Salt
node | whitehorn_range | 65 | 243 | 284 | Salt
node | whitehorn_range | 66 | 199 | 286 | Silverleaf
node | whitehorn_range | 67 | 369 | 312 | Silverleaf
node | whitehorn_range | 68 | 357 | 307 | Silverleaf
node | whitehorn_range | 69 | 358 | 290 | Silverleaf
node | whitehorn_range | 70 | 363 | 304 | Silverleaf
node | whitehorn_range | 71 | 40 | 322 | Silverleaf
node | whitehorn_range | 72 | 61 | 285 | Quartz
node | whitehorn_range | 73 | 47 | 262 | Quartz
node | whitehorn_range | 74 | 355 | 301 | Quartz
node | whitehorn_range | 75 | 322 | 283 | Coal
node | whitehorn_range | 76 | 322 | 278 | Coal
node | whitehorn_range | 77 | 343 | 286 | Coal
node | whitehorn_range | 78 | 72 | 104 | Bramble
node | whitehorn_range | 79 | 47 | 94 | Bramble
node | whitehorn_range | 80 | 51 | 140 | Toadstool
node | whitehorn_range | 81 | 309 | 101 | Toadstool
node | whitehorn_range | 82 | 358 | 300 | Verdigris
node | whitehorn_range | 83 | 364 | 285 | Verdigris
node | whitehorn_range | 84 | 309 | 286 | Flint
node | whitehorn_range | 85 | 30 | 306 | Flint
node | whitehorn_range | 86 | 324 | 266 | Crystal
node | whitehorn_range | 87 | 327 | 287 | Crystal
node | whitehorn_range | 88 | 225 | 68 | Peat
node | whitehorn_range | 89 | 216 | 68 | Peat

# amethyst_barrens
node | amethyst_barrens | 65 | 244 | 143 | Crystal
node | amethyst_barrens | 66 | 224 | 306 | Crystal
node | amethyst_barrens | 67 | 229 | 308 | Crystal
node | amethyst_barrens | 68 | 217 | 300 | Crystal
node | amethyst_barrens | 69 | 233 | 152 | Crystal
node | amethyst_barrens | 70 | 206 | 314 | Crystal
node | amethyst_barrens | 71 | 274 | 260 | Stormglass
node | amethyst_barrens | 72 | 269 | 256 | Stormglass
node | amethyst_barrens | 73 | 204 | 326 | Stormglass
node | amethyst_barrens | 74 | 197 | 336 | Stormglass
node | amethyst_barrens | 75 | 289 | 277 | Stormglass
node | amethyst_barrens | 76 | 295 | 260 | Stormglass
node | amethyst_barrens | 77 | 266 | 316 | Geode
node | amethyst_barrens | 78 | 329 | 192 | Geode
node | amethyst_barrens | 79 | 341 | 205 | Geode
node | amethyst_barrens | 80 | 158 | 75 | Quartz
node | amethyst_barrens | 81 | 179 | 82 | Quartz
node | amethyst_barrens | 82 | 169 | 93 | Quartz
node | amethyst_barrens | 83 | 198 | 63 | Thistle
node | amethyst_barrens | 84 | 112 | 72 | Thistle
node | amethyst_barrens | 85 | 101 | 77 | Thistle
node | amethyst_barrens | 86 | 306 | 272 | Verdigris
node | amethyst_barrens | 87 | 209 | 47 | Verdigris
node | amethyst_barrens | 88 | 323 | 184 | Coal
node | amethyst_barrens | 89 | 313 | 198 | Coal
node | amethyst_barrens | 90 | 42 | 334 | Toadstool
node | amethyst_barrens | 91 | 36 | 334 | Toadstool

# sunmane_steppe
node | sunmane_steppe | 2020 | 172 | 81 | Wheat
node | sunmane_steppe | 2021 | 174 | 215 | Wheat
node | sunmane_steppe | 2022 | 80 | 135 | Wheat
node | sunmane_steppe | 23 | 197 | 76 | Wheat
node | sunmane_steppe | 24 | 77 | 129 | Wheat
node | sunmane_steppe | 25 | 77 | 134 | Wheat
node | sunmane_steppe | 26 | 205 | 76 | Seed
node | sunmane_steppe | 27 | 170 | 226 | Seed
node | sunmane_steppe | 28 | 174 | 218 | Seed
node | sunmane_steppe | 29 | 185 | 74 | Seed
node | sunmane_steppe | 30 | 180 | 71 | Seed
node | sunmane_steppe | 31 | 171 | 217 | Seed
node | sunmane_steppe | 32 | 50 | 86 | Sage
node | sunmane_steppe | 33 | 236 | 176 | Sage
node | sunmane_steppe | 34 | 236 | 182 | Sage
node | sunmane_steppe | 35 | 275 | 210 | Flint
node | sunmane_steppe | 36 | 270 | 210 | Flint
node | sunmane_steppe | 37 | 274 | 203 | Flint
node | sunmane_steppe | 38 | 315 | 84 | Resin
node | sunmane_steppe | 39 | 319 | 86 | Resin
node | sunmane_steppe | 40 | 258 | 137 | Thistle
node | sunmane_steppe | 41 | 264 | 128 | Thistle
node | sunmane_steppe | 42 | 312 | 297 | Geode
node | sunmane_steppe | 43 | 308 | 296 | Geode
node | sunmane_steppe | 44 | 337 | 197 | Verdigris
node | sunmane_steppe | 45 | 337 | 204 | Verdigris
node | sunmane_steppe | 46 | 342 | 198 | Coal
node | sunmane_steppe | 47 | 343 | 195 | Coal

# amberwood
node | amberwood | 31 | 242 | 329 | Resin
node | amberwood | 32 | 234 | 345 | Resin
node | amberwood | 33 | 231 | 346 | Resin
node | amberwood | 34 | 246 | 332 | Resin
node | amberwood | 35 | 157 | 324 | Resin
node | amberwood | 36 | 232 | 349 | Resin
node | amberwood | 37 | 236 | 69 | Hearthroot
node | amberwood | 38 | 184 | 75 | Hearthroot
node | amberwood | 39 | 164 | 131 | Hearthroot
node | amberwood | 40 | 135 | 353 | Toadstool
node | amberwood | 41 | 117 | 353 | Toadstool
node | amberwood | 42 | 146 | 356 | Toadstool
node | amberwood | 43 | 120 | 332 | Orchid
node | amberwood | 44 | 142 | 316 | Orchid
node | amberwood | 45 | 119 | 73 | Peat
node | amberwood | 46 | 131 | 71 | Peat
node | amberwood | 47 | 246 | 85 | Bramble
